first_name,last_name,urls
William,Rouhana,['https://www.forbes.com/sites/genemarcial/2017/11/06/chicken-soup-for-the-soul-entertainment-bulks-up-with-screen-media-purchase/']
Bill,Rouhana,['http://www.greenwichtime.com/business/article/Chicken-Soup-acquires-media-company-in-perfect-12336018.php']
Erika,Nardini,['http://www.ramaponews.com/news/view.php/1030663/ESPN-should-have-expected-the-Barstool-b']
William,Rouhana,['http://www.thehindu.com/todays-paper/tp-miscellaneous/tp-others/chicken-soup-for-the-soul-sure-but-served-in-a-bowl/article19985184.ece']
James,Forese,['http://theenterpriseleader.com/citigroup-to-hire-bankers-as-it-returns-to-saudi-arabia/']
James,Forese,['https://www.bloomberg.com/news/articles/2017-10-25/citigroup-plans-saudi-arabia-hires-as-it-returns-after-13-years']
Rocco,Landesman,['https://www.nytimes.com/2017/10/25/nyregion/knight-landesman-artforum-sexual-harassment-lawsuit.html']
Paula,Lunder,['http://colbyechonews.com/6635-2/']
Peter,Lunder,['http://www.pressherald.com/2017/10/20/colby-college-launches-750-million-campaign/']
Rick,McVey,"['https://seekingalpha.com/article/4116475-marketaxess-holdings-mktx-ceo-rick-mcvey-q3-2017-results-earnings-call-transcript', 'https://www.ft.com/content/116c7884-b992-11e7-8c12-5661783e5589']"
Rick,McVey,['https://www.earnthenecklace.com/lara-spencers-boyfriend-2017-lara-spencer-dating/']
Lee,Ainslie,['http://markets.businessinsider.com/news/stocks/J-P-Morgan-Presents-Robin-Hood-s-Fifth-Annual-Investors-Conference-1005365547']
Tom,Whidden,['https://www.zip06.com/profile/20171025/whidden-follows-his-dreams-from-stem-to-stern']
Richard,McVey,['https://www.fool.com/investing/2017/10/25/marketaxess-holdings-inc-earnings-rise-despite-tep.aspx']
Jeffrey,Rothschild,['https://www.bizjournals.com/sanfrancisco/news/2017/11/02/bay-area-philanthropy-donations-giving.html']
Robert,Gelbard,['http://www.scmp.com/article/345745/closed-gas-fields-put-exxon-under-pressure']
Nick,Silitch,['https://www.risk.net/our-take/5353481/the-future-of-risk-in-10-interviews-volatility-liquidity-and-tech']
Nick,Silitch,['https://www.risk.net/risk-management/5352526/prudentials-silitch-on-the-blindspots-in-basel-iii']
Sandy,Buck,['http://www.colby.edu/news/2017/11/10/carlson-named-new-buck-lab-director/']
E.,Caulfield,['https://www.dispatchtribunal.com/2017/11/16/prudential-financial-inc-cuts-holdings-in-unum-group-unm.html']
E.,Caulfield,"['https://ledgergazette.com/2017/11/15/keybank-national-association-oh-decreases-position-in-unum-group-unm.html', 'http://newburghgazette.com/2017/11/15/unum-group-unm-earns-hold-rating-from-keefe-bruyette-woods/']"
E.,Caulfield,['https://ledgergazette.com/2017/11/14/unum-group-unm-stock-rating-reaffirmed-by-suntrust-banks-inc.html']
E.,Caulfield,['https://nystocknews.com/2017/11/13/decreasing-stake-in-unum-group-unm-pamela-godwin-sells-2500-shares-in-latest-insider-activity/']
E.,Caulfield,['https://www.truebluetribune.com/2017/11/12/unum-group-unm-shares-sold-by-affinity-investment-advisors-llc.html']
E.,Caulfield,['https://ledgergazette.com/2017/11/11/scout-investments-inc-has-11-30-million-holdings-in-unum-group-unm.html']
E.,Caulfield,"['https://ledgergazette.com/2017/11/10/foster-motley-inc-takes-522000-position-in-unum-group-unm.html', 'https://www.dispatchtribunal.com/2017/11/10/candriam-luxembourg-s-c-a-boosts-holdings-in-unum-group-unm.html']"
E.,Caulfield,['https://www.dispatchtribunal.com/2017/11/09/boston-partners-reduces-position-in-unum-group-unm.html']
Eric,Rosengren,"['http://www.marketwatch.com/story/feds-rosengren-sees-need-to-continue-raising-interest-rates-2017-11-15', 'http://www.reuters.com/article/us-usa-fed-rosengren/strong-u-s-economy-calls-for-december-rate-hike-feds-rosengren-idUSKBN1DF30B%3Fil%3D0', 'https://www.reuters.com/article/global-precious/precious-gold-steady-as-investors-weigh-us-rate-moves-against-fiscal-outlook-idUSL3N1NM3BM', 'https://www.reuters.com/article/uk-global-forex/dollar-rebounds-from-four-week-lows-as-risk-appetite-recovers-idUSKBN1DG02Z']"
Kevin,Starr,"['https://stocknewstimes.com/2017/11/14/myokardia-inc-myok-position-cut-by-essex-investment-management-co-llc.html', 'http://bangaloreweekly.com/2017-11-14-editas-medicine-inc-edit-scheduled-to-post-earnings-on-monday/']"
Eric,Rosengren,['https://www.fxstreet.com/analysis/asian-fx-outlook-usd-fails-to-capitalize-on-ppi-us-retail-sales-cpi-up-next-201711142318']
Amy,Walter,['https://www.broadwayworld.com/bwwtv/article/CBSs-FACE-THE-NATION-is-1-Sunday-Morning-Public-Affairs-Program-on-1112-20171114']
Kirk,Koenigsbauer,['http://www.firstpost.com/tech/news-analysis/microsoft-rolls-out-new-update-for-its-outlook-app-on-android-4207267.html']
Amy,Walter,"['https://www.pbs.org/newshour/show/how-the-roy-moore-scandal-raises-gop-concerns-for-2018', 'https://www.nytimes.com/2017/11/13/opinion/democrats-virginia.html']"
Eric,Rosengren,['https://www.nbr.co.nz/article/world-week-ahead-us-retailers-focus-b-209860']
Kevin,Starr,['https://ledgergazette.com/2017/11/12/myokardia-inc-myok-shares-bought-by-swiss-national-bank.html']
Kevin,Starr,"['https://ledgergazette.com/2017/11/11/myokardia-inc-myok-shares-bought-by-hershey-trust-co.html', 'http://bangaloreweekly.com/2017-11-11-global-blood-therapeutics-inc-gbt-rating-reiterated-by-cowen-and-company/']"
Amy,Walter,"['https://www.cbsnews.com/news/sunday-mnuchin-sanders-scott/', 'http://www.orlandosentinel.com/entertainment/tv/tv-guy/os-et-bernie-sanders-john-kasich-steven-mnuchin-20171110-story.html']"
Kevin,Starr,['https://ledgergazette.com/2017/11/10/fiduciary-trust-co-has-1-16-million-position-in-myokardia-inc-myok.html']
Amy,Walter,['https://newrepublic.com/article/145747/republicans-nothing-better-something']
Phillip,Frost,['https://www.equities.com/news/opko-health-inc-opk-moves-lower-on-volume-spike-for-november-14']
Bob,Diamond,['https://news.efinancialcareers.com/uk-en/300751/deutsche-bank-culture']
Robert,Diamond,"['http://www.nzherald.co.nz/northern-advocate/news/article.cfm%3Fc_id%3D1503450%26objectid%3D11942232', 'https://bdaily.co.uk/articles/2017/11/09/investors-drive-success-of-used-vehicle-company-cazana-with-1-75m']"
Phillip,Frost,"['https://seekingalpha.com/article/4122661-opko-healths-opk-ceo-phillip-frost-q3-2017-results-earnings-call-transcript', 'https://www.equities.com/news/opko-health-inc-opk-moves-lower-on-volume-spike-for-november-09']"
Bob,Diamond,"['http://amabhungane.co.za/article/2017-11-09-paradise-papers-spar-blames-the-rand', 'http://www.thisismoney.co.uk/money/markets/article-5063445/DAILY-BRIEFING-Aviva-list-200m-property-fund.html']"
Richard,McVey,['http://newsroomamerica.com/story/675913.html']
Erika,Nardini,['https://digiday.com/media/262911/']
Joe,Boulos,['https://www.colby.edu/news/2017/11/15/decosta-boulos-honored-by-colby-c-club/']
Nicholas,Silitch,['https://www.nystocknews.com/2017/11/09/increasing-stake-in-prudential-financial-inc-pru-john-r-jr-strangfeld-buys-170667-shares-in-latest-round-of-insider-trading/']
Randy,Papadellis,['http://markets.businessinsider.com/news/stocks/Ocean-Spray-Commits-10-Million-to-Researching-the-Cranberry-s-Health-Benefits-1008006120']
Randy,Papadellis,['https://www.foodbev.com/news/ocean-spray-pays-10m-study-health-benefits-cranberries/']
Joseph,Reisert,['https://bangordailynews.com/2017/12/05/opinion/contributors/flynn-has-pled-guilty-in-the-russia-probe-but-that-doesnt-mean-trump-will-be-impeached/']
Sara,Burns,['http://bangordailynews.com/2017/12/06/business/cmp-hopes-to-win-clean-energy-project-with-950m-bid/']
Sara,Burns,['http://www.kitsapsun.com/story/entertainment/blogs/kitsap-ae/2017/12/04/island-boy-parties-pnb/919673001/']
Sara,Burns,['http://www.wabi.tv/content/news/Central-Maine-Power-CEO-Sara-Burns-is-retiring-458301503.html']
Sara,Burns,['http://mainepublic.org/post/central-maine-power-ceo-sara-burns-retiring']
Sara,Burns,"['http://www.pressherald.com/2017/11/16/sara-burns-to-step-down-from-cmp/', 'http://www.mainebiz.biz/article/20171116/NEWS01/171119958/cmp-president-and-ceo-sara-burns-to-retire-by-year%25E2%2580%2599s-end']"
Dan,Harris,"['https://www.mindbodygreen.com/articles/why-running-isnt-your-meditation', 'https://www.fantasypros.com/nfl/notes/95154/mike-evans-2017-week-14-outlook.php', 'https://www.fantasypros.com/nfl/notes/95158/julio-jones-2017-week-14-outlook.php', 'https://www.fantasypros.com/nfl/notes/95162/mohamed-sanu-2017-week-14-outlook.php']"
Dan,Harris,"['https://www.fantasypros.com/nfl/notes/93868/dez-bryant-2017-week-13-outlook.php', 'https://www.fantasypros.com/nfl/notes/93867/evan-engram-2017-week-13-outlook.php', 'https://www.fantasypros.com/nfl/notes/93866/jameis-winston-2017-week-13-outlook.php', 'https://www.fantasypros.com/nfl/notes/93869/ricky-seals-jones-2017-week-13-outlook.php']"
E.,Caulfield,"['https://ledgergazette.com/2017/12/07/unum-group-unm-to-post-q4-2017-earnings-of-1-05-per-share-b-riley-forecasts.html', 'https://www.thelincolnianonline.com/2017/12/06/winton-group-ltd-has-869000-holdings-in-unum-group-unm.html']"
E.,Caulfield,"['https://ledgergazette.com/2017/12/06/systematic-financial-management-lp-has-64-80-million-position-in-unum-group-unm.html', 'https://www.dispatchtribunal.com/2017/12/05/rhumbline-advisers-buys-5634-shares-of-unum-group-unm.html']"
E.,Caulfield,['https://ledgergazette.com/2017/12/05/sg-americas-securities-llc-has-5-06-million-stake-in-unum-group-unm.html']
E.,Caulfield,['https://stocknewstimes.com/2017/12/04/kbc-group-nv-trims-stake-in-unum-group-unm.html']
E.,Caulfield,['https://www.thelincolnianonline.com/2017/12/03/unum-group-unm-position-reduced-by-virginia-retirement-systems-et-al.html']
E.,Caulfield,['https://ledgergazette.com/2017/12/02/hillsdale-investment-management-inc-takes-381000-position-in-unum-group-unm.html']
E.,Caulfield,['https://ledgergazette.com/2017/12/01/unum-group-unm-shares-sold-by-sei-investments-co.html']
E.,Caulfield,"['https://stocknewstimes.com/2017/11/30/fjarde-ap-fonden-fourth-swedish-national-pension-fund-sells-4895-shares-of-unum-group-unm.html', 'https://www.dispatchtribunal.com/2017/11/29/jpmorgan-chase-co-has-351-74-million-stake-in-unum-group-unm.html']"
E.,Caulfield,"['https://www.dispatchtribunal.com/2017/11/28/unum-groups-unm-hold-rating-reiterated-at-keefe-bruyette-woods.html', 'https://www.dispatchtribunal.com/2017/11/29/rhumbline-advisers-buys-5634-shares-of-unum-group-unm.html']"
E.,Caulfield,['https://ledgergazette.com/2017/11/28/sg-americas-securities-llc-has-5-06-million-stake-in-unum-group-unm.html']
E.,Caulfield,['https://ledgergazette.com/2017/11/27/scout-investments-inc-has-11-30-million-holdings-in-unum-group-unm.html']
E.,Caulfield,['https://ledgergazette.com/2017/11/26/brokers-offer-predictions-for-unum-groups-fy2017-earnings-unm.html']
E.,Caulfield,['https://weekherald.com/2017/11/25/unum-group-unm-shares-sold-by-hennessy-advisors-inc.html']
E.,Caulfield,['https://ledgergazette.com/2017/11/24/keybank-national-association-oh-decreases-position-in-unum-group-unm.html']
E.,Caulfield,['https://ledgergazette.com/2017/11/20/artemis-investment-management-llp-boosts-holdings-in-unum-group-unm.html']
E.,Caulfield,['https://ledgergazette.com/2017/11/19/usa-financial-portformulas-corp-takes-position-in-unum-group-unm.html']
E.,Caulfield,['https://ledgergazette.com/2017/11/16/unum-group-unm-upgraded-to-neutral-at-b-riley.html']
Bob,Diamond,['https://weeklyhub.com/opus-capital-group-llc-holding-in-enstar-group-ltd-f-esgr-cut-by-4-49-million/']
Bob,Diamond,['https://www.ft.com/content/eb5e4fcc-d8eb-11e7-a039-c64b1c09b482']
Bob,Diamond,"['https://www.thetimes.co.uk/edition/business/darling-can-you-help-with-corbyn-rtwd3dkn7', 'http://www.vindy.com/news/2017/dec/03/area-bowling-scores/']"
Bob,Diamond,['http://www.chicagotribune.com/business/ct-biz-bitcoin-invest-rally-price-20171129-story.html']
Bob,Diamond,"['http://pilotonline.com/business/consumer/bitcoin-heads-to-as-bubble-warnings-fail-to-cool-market/article_3ec28eab-daf8-5e08-af79-271e6e2e749c.html', 'http://www.gettyimages.nl/gebeurtenis/atlas-merchant-capital-llc-chief-executive-officer-bob-diamond-interview-775084837']"
Bob,Diamond,['http://www.thisismoney.co.uk/money/comment/article-5109065/ALEX-BRUMMER-end-game-nears-RBS.html']
Eric,Rosengren,['https://www.iol.co.za/business-report/expect-economic-data-galore-this-week-12077957']
Bob,Diamond,['https://www.wsj.com/articles/whats-ailing-barclays-jes-staley-has-little-time-to-figure-it-out-1510957248']
Eric,Rosengren,"['https://www.reuters.com/article/global-precious/precious-gold-dips-rangebound-as-investors-digest-us-tax-plan-vote-idUSL3N1NM3BM', 'https://www.reuters.com/article/global-precious/precious-gold-inches-down-as-us-rate-hike-looms-idUSL3N1NM1MC']"
Phillip,Frost,['http://www.miaminewtimes.com/arts/art-basel-miami-beach-2017-what-museums-are-exhibiting-9883016']
Phillip,Frost,['https://www.nytimes.com/2017/12/05/arts/rafael-soriano-paintings.html']
Phillip,Frost,"['https://news.fiu.edu/2017/11/celebrate-art-basel-with-breakfast-in-the-park-at-the-frost-dec-10/117475', 'http://www.mypalmbeachpost.com/business/boca-raton-firm-app-lets-realtors-run-quick-background-checks/nPphUZcuF0wYAXk0ElgdVK/', 'https://oceandrive.com/6-not-to-be-missed-miami-art-institutions-during-art-basel', 'http://www.globes.co.il/en/article-jeremy-levin-i-really-dont-know-what-vigodman-was-thinking-1001214015']"
Phillip,Frost,"['https://www.streetinsider.com/Corporate%2BNews/OPKO%2BHealth%2B%2528OPK%2529%2BAnnounces%2BEnrollment%2Bof%2BFirst%2BPatient%2Bin%2BPhase%2B2B%2BStudy%2Bof%2BOPK88004%2Bto%2BTreat%2BBenign%2BProstatic%2BHypertrophy/13541222.html', 'https://www.globes.co.il/en/article-1001213298', 'http://pipelinereview.com/index.php/2017112766605/Small-Molecules/OPKO-Health-Enrolls-First-Patient-in-Phase-2B-Study-of-OPK88004-to-Treat-Benign-Prostatic-Hypertrophy.html', 'http://www.investingbizz.com/2017/11/medtronic-plc-mdt-in-active-stocks-list-go-with-opko-health-inc-opk/']"
Phillip,Frost,['http://www.globes.co.il/en/article-shultz-is-reviving-levins-planned-cuts-from-2013-1001213298']
Phillip,Frost,['http://winterwonderful.frost.miami.edu/honorees/spotlight-stories/phillip-and-patricia-frost/phillip-and-patricia-frost.html']
Phillip,Frost,['https://www.nystocknews.com/2017/11/22/latest-insider-trades-for-opko-health-inc-opk-sees-phillip-frost-buying-15000-shares/']
Phillip,Frost,['http://www.digitaljournal.com/pr/3566796']
Dan,Harris,"['https://www.forbes.com/sites/tomaslaurinavicius/2017/12/11/meditation-2018/', 'http://www.dailymail.co.uk/news/article-5164931/Labour-activist-suspended-accused-anti-Semitism.html', 'https://www.dmarge.com/2017/12/gym-tech.html', 'https://www.fantasypros.com/nfl/news/141944/lamar-miller-held-check-loss-to-49ers.php']"
Dan,Harris,"['https://www.fantasypros.com/nfl/notes/95470/dan-bailey-2017-week-15-outlook.php', 'https://www.fantasypros.com/nfl/notes/95563/new-orleans-defense-2017-week-15-outlook.php', 'https://www.fantasypros.com/nfl/notes/95541/mason-crosby-2017-week-15-outlook.php', 'http://www.normantranscript.com/news/education/irving-art-students-donate-handmade-cups-to-full-circle/article_c7145cbd-cd88-5806-be72-bd7d5a887b9a.html']"
Dave,Pulver,['http://www.panews.com/2017/12/14/janice-todora-on-bowling-white-bowls-ninth-career-300-game-gets-high-series/']
Daniel,Harris,"['https://www.thejc.com/comment/analysis/antisemitism-no-longer-hiding-behind-anti-israel-rhetoric-1.450512', 'http://www.lowestoftjournal.co.uk/sport/skipper-leads-the-way-again-as-runners-brave-wintry-weather-at-beccles-turkey-trot-1-5320220']"
Amy,Walter,['https://www.pbs.org/newshour/nation/pbs-newshours-guide-to-holiday-civility']
Amy,Walter,"['http://www.slate.com/articles/news_and_politics/the_angle/2017/11/life_in_puerto_rico_a_review_of_coco_and_charles_manson_s_death_in_slate.html', 'https://shareblue.com/gop-congressman-admits-hes-quitting-because-of-trump-as-wave-election-looms-in-2018/', 'https://shareblue.com/good-news-for-people-who-want-to-do-good-day-306/']"
Amy,Walter,"['http://www.slate.com/articles/news_and_politics/interrogation/2017/11/how_democrats_can_turn_a_wave_into_2018_victory.html', 'https://www.pbs.org/newshour/show/the-politics-of-sexual-harassment-revelations']"
Amy,Walter,['https://www.nbcnews.com/meet-the-press/meet-press-november-19-2017-n822226']
Amy,Walter,"['http://thebrunswicknews.com/news/local_news/democratic-congressional-candidate-swings-through-glynn/article_9597ac1b-514e-5db9-b2b8-f662fd19ede6.html', 'http://www.marketwatch.com/story/corker-worries-over-true-cost-of-temporary-cuts-in-tax-bill-analyst-sees-democratic-wave-in-polls-2017-11-17']"
Amy,Walter,"['http://thehill.com/homenews/campaign/360860-cook-political-report-predicts-democratic-wave-in-2018-midterms', 'http://www.orlandosentinel.com/entertainment/tv/tv-guy/os-et-eric-trump-jackie-speier-susan-collins-20171117-story.html', 'http://www.readingeagle.com/ap/article/the-finance-202-biggest-tax-cut-in-american-history-isnt-popular-with-many-americans']"
Amy,Walter,['https://cookpolitical.com/analysis/house/house-overview/wave-comin']
Jane,Powers,['http://www.bostonherald.com/news/columnists/lindsay_kalter/2017/12/kalter_report_sparks_censorship_fears_at_cdc']
M.,Powers,['http://www.modernhealthcare.com/article/20171211/NEWS/171219983']
Jane,Powers,['http://www.modernhealthcare.com/article/20171211/NEWS/171219983/fenway-health-ceo-quits-over-handling-of-sexual-harassment-claims']
M.,Powers,['http://www.bostonherald.com/news/local_coverage/2017/12/fenway_health_ceo_quits_over_sex_claims_handling']
Jane,Powers,['http://www.bostonherald.com/news/local_coverage/2017/12/fenway_health_ceo_quits_over_sex_claims_handling']
Paula,Lunder,['https://www.broadwayworld.com/palm-beach/article/Photo-Flash-Palm-Beach-Opera-Celebrates-Upcoming-Gala-with-Kickoff-Reception-at-Private-Palm-Beach-Home-20171218']
Bob,Diamond,"['http://www.cityam.com/277644/ex-barclays-boss-bob-diamonds-atlas-merchant-capital-mulls', 'http://www.mortgagesolutions.co.uk/news/2017/12/18/barclays-ex-chief-bob-diamonds-vc-firm-eyeing-stake-start-bank-tandem/', 'https://www.bloomberg.com/news/articles/2017-12-18/barclays-is-said-to-be-in-talks-with-sfo-on-qatar-probe-deal', 'http://www.thisismoney.co.uk/money/markets/article-5192063/DAILY-BRIEFING-Colmans-future-decided-year.html']"
Bob,Diamond,"['https://www.thetimes.co.uk/edition/business/bob-diamond-eyes-banking-return-with-10m-investment-in-tandem-mk92sb2pv', 'https://www.2br.co.uk/news/local-news/2456580/yorkshire-pudding-eating-contest/', 'https://www.2br.co.uk/news/sport/2456988/gary-anderson-beats-jeff-smith-in-world-darts-championship-opener/']"
Kirk,Koenigsbauer,['http://www.eweek.com/enterprise-apps/microsoft-uses-ai-to-expose-insights-buried-in-excel-spreadsheets']
Kirk,Koenigsbauer,"['http://www.itpro.co.uk/software/30153/microsoft-infuses-office-365-with-ai-capabilities', 'https://www.newsfactor.com/story.xhtml%3Fstory_id%3D032002XWFISG']"
Kirk,Koenigsbauer,['https://www.crn.com.au/news/microsoft-bakes-more-ai-into-office-365-479817']
Kirk,Koenigsbauer,['https://www.neowin.net/news/microsoft-still-optimizing-office-365-release-for-chromebook']
Alan,Parker,['http://www.theaustralian.com.au/news/nation/getup-contradicts-itself-on-foreign-donations-ban/news-story/6fe4b8751518f86061c87562ff38bdb0']
Sara,Burns,"['http://www.wlbz2.com/news/mpuc-issued-order-for-summary-investigation-into-october-2017-wind-storm-response/500782757', 'http://www.poconorecord.com/entertainmentlife/20171219/campus-notes-wednesday-dec-20-2017']"
Sara,Burns,"['http://www.mainebiz.biz/article/20171207/NEWS01/171209961/cmp-touts-%24950m-bid-as-best-deal-among-clean-energy-bidders', 'https://www.usnews.com/news/best-states/maine/articles/2017-12-08/october-windstorm-took-down-200-million-smart-meter-network', 'http://mainepublic.org/post/october-windstorm-took-down-cmp-s-200-million-smart-meter-network', 'http://markets.businessinsider.com/news/stocks/Sappi-s-Laura-Thompson-Ph-D-named-Girl-Scouts-of-Maine-s-2018-Woman-of-Distinction-1010598571']"
Sara,Burns,['http://www.pressherald.com/2017/12/06/cmp-touts-its-bid-to-build-transmission-line-through-maine/']
Dan,Harris,"['https://nypost.com/2017/12/20/beat-holiday-stress-with-these-beginner-friendly-meditations/', 'http://abcnews.go.com/International/spending-10-days-inside-putins-russia/story%3Fid%3D51892859']"
Sara,Burns,"['http://www.thenewstribune.com/news/business/article192453609.html', 'http://www.centralmaine.com/2018/01/01/suppliers-of-renewable-energy-woo-bay-state/', 'https://www.theglobeandmail.com/report-on-business/industry-news/energy-and-resources/proposed-infrastructure-projects-would-take-renewable-canadian-energy-to-massachusetts/article37468534/%3Fcmpid%3Drss1']"
Sara,Burns,['http://auburnpub.com/lifestyles/many-contributed-to-hope-for-michael-event-in-auburn/article_a58e08b8-403f-5fe4-ae37-a1a39558d7d1.html']
Amy,Walter,['http://www.politifact.com/truth-o-meter/article/2018/jan/03/more-year-after-2016-election-how-trustworthy-are-/']
Amy,Walter,['https://www.pbs.org/newshour/show/republicans-challenge-in-2018-sell-the-tax-bill-to-voters']
Amy,Walter,"['http://www.orlandosentinel.com/entertainment/tv/tv-guy/os-et-bitcoin-billionaires-bernie-sanders-jeff-flake-me-20171222-story.html', 'http://www.orlandosentinel.com/entertainment/tv/tv-guy/os-et-meet-the-press-i-am-a-guest-again-20171222-story.html']"
Amy,Walter,['https://www.cookpolitical.com/analysis/national/national-politics/can-tax-bill-unite-divided-gop']
Amy,Walter,['http://www.orlandosentinel.com/entertainment/tv/tv-guy/os-et-doug-jones-paul-krugman-john-kasich-20171216-story.html']
Amy,Walter,"['https://www.cbsnews.com/news/sunday-mnuchin-sanders-lankford/', 'http://www.latimes.com/entertainment/tv/la-et-st-1216-tvhighlights-20171216-story.html']"
Sara,Burns,['http://www.mainebiz.biz/article/20180103/NEWS01/180109983']
Sara,Burns,['http://www.wcsh6.com/news/local/now/lessons-in-leadership-from-the-now-former-ceo-of-central-maine-power/502469617']
Phillip,Frost,"['http://blackprwire.com/press-releases/bprw-the-city-of-miami-gardens-announces-winners-of-7th-annual-science-engineering-fair', 'https://www.investing.com/analysis/skin-grown-from-scratch-thanks-to-polarityte-well-soon-find-out-200275161']"
Phillip,Frost,['https://www.fiercepharma.com/pharma/as-israel-strikes-to-protest-layoffs-it-s-deja-vu-for-teva-a-larger-scale']
Phillip,Frost,"['http://www.globes.co.il/en/article-tevas-future-as-an-israeli-company-in-jeopardy-1001215554', 'https://www.usmarketsdaily.com/opko-health-inc-nasdaqopk-registers-first-patient-in-phase-iib-trial-of-opk88004-to-cure-benign-prostatic-hypertrophy-44640']"
Phillip,Frost,"['https://news.artnet.com/art-world/miami-museums-art-basel-miami-beach-1039055', 'http://www.nasdaq.com/press-release/faculty-student-use-of-video-soars-at-florida-international-university-after-selecting-mediasite-20171206-00289']"
Bernard,Osher,['https://uanews.arizona.edu/story/osher-foundation-awards-second-endowment-ua-institute']
Bernard,Osher,['http://www.dailyprogress.com/news/local/distinguished-dozen-augmenting-the-wisdom-of-the-area-s-older/article_6f6c4a74-ece9-11e7-bb88-3b25c40033a5.html']
Bernard,Osher,['https://www.ptreyeslight.com/article/lecture-series-seniors-sheds-light-reconstruction']
Bob,Diamond,['http://www.cityam.com/278194/david-buik-exits-panmure-gordon-after-three-and-half-years']
Bob,Diamond,['https://www.verdict.co.uk/retail-banker-international/news/tandems-takeover-harrods-bank-approved-bank-england/']
Bob,Diamond,"['http://www.foxbusiness.com/features/2017/12/20/kkr-exits-african-investment.html', 'https://therealdeal.com/2017/12/20/price-matters-in-2017s-top-residential-sales/', 'https://therealdeal.com/2017/12/19/chinese-buyer-shells-out-91m-at-432-park/', 'https://www.finextra.com/newsarticle/31483/bank-of-england-authorises-tandem-takeover-of-harrods-bank']"
Amy,Walter,['https://www.broadwayworld.com/bwwtv/article/CBSs-FACE-THE-NATION-is-Americas-No-1-Public-Affairs-Program-on-114-20180117']
Amy,Walter,"['https://www.cbsnews.com/news/sunday-cotton-gardner-manchin/', 'https://personalliberty.com/departure-issa-royce-suggests-democrats-hopes-retaking-congress-may-begin-california/']"
Kevin,Starr,[]
Kevin,Starr,[]
Kevin,Starr,['https://baseballnewssource.com/markets/kevin-p-starr-sells-816326-shares-of-myokardia-inc-myok-stock/1805960.html']
Amy,Walter,['http://www.sltrib.com/news/politics/2018/01/07/there-are-many-reasons-mitt-romney-might-run-for-the-senate-and-many-why-he-might-not/']
Michael,Gordon,"['http://www.nasdaq.com/article/angelo-gordon-promotes-top-executives-amid-succession-planning-20171211-00898', 'https://www.fxstreet.com/news/nz-card-spending-rose-14-in-november-westpac-201712110353', 'http://www.nrl.com/who-holds-the-key-for-your-club-in-2018/tabid/10874/newsid/116809/default.aspx']"
Dan,Harris,"['http://www.eagletribune.com/news/lifestyles/best-sellers/article_8204ce67-fb85-580d-83f8-50c6c22c64ac.html', 'http://kticradio.com/abc_politics/special-election-in-deepred-pennsylvania-district-could-be-bellwether-for-midterms-abcid36030180/', 'https://www.laughingplace.com/w/news/2018/02/04/abc-news-announces-coverage-2018-midterm-elections/', 'http://www.journalgazette.net/entertainment/calendar/20180205/community-update']"
Dan,Harris,['http://abcnews.go.com/Politics/special-election-deep-red-pennsylvania-district-bellwether-2018/story%3Fid%3D52826746']
Dan,Harris,['https://www.washingtonpost.com/news/inspired-life/wp/2018/02/03/how-distraction-can-make-you-a-better-meditator-and-more-from-one-of-americas-biggest-meditation-advocates/']
Dan,Harris,"['http://abcnews.go.com/GMA/video/ed-sheeran-announces-engagement-secret-girlfriend-cherry-seaborn-52499826', 'https://www.newsbusters.org/blogs/nb/nicholas-fondacaro/2018/01/21/shutdown-day-2-abc-trashes-trumpgop-blamed-wide-wide-margin', 'https://www.google.co.uk/mymaps/viewer%3Fmid%3D1mlMqmZsITUFrzNDfEC-kl8SF6lt7Q1Jc%26hl%3Den_US']"
Dan,Harris,"['http://www.fwbusiness.com/columns/healthcare/article_fdb0f279-239d-5287-ada4-50046e2ba9f3.html', 'https://www.theguardian.com/lifeandstyle/2018/jan/19/meditation-how-to-make-yourself-do-it', 'https://www.freep.com/story/entertainment/2018/01/19/book-best-sellers-week-ending-jan/109585412/', 'http://www.chron.com/entertainment/article/PUBLISHERS-WEEKLY-BEST-SELLERS-12508003.php']"
Dan,Harris,"['http://extratv.com/videos/0-f0qfjjto/', 'http://abcnews.go.com/Sports/danica-patrick-opens-freezing-eggs-influenced-lifestyle/story%3Fid%3D52308621', 'https://www.chinalawblog.com/2018/01/why-contracts-with-your-china-friends-are-so-necessary.html', 'http://www.journalgazette.net/opinion/books/20180117/librarys-top-10']"
Dan,Harris,"['https://www.standard.co.uk/shopping/esbest/books-dvds/non-fiction/best-books-on-mindfulness-and-meditation-that-will-clear-your-headspace-2018-a3741511.html', 'https://www.fantasypros.com/nfl/news/146213/juju-smith-schuster-does-little-but-catches-late-touchdown.php', 'https://www.fantasypros.com/nfl/news/146211/tj-yeldon-scores-touchdown-against-steelers.php', 'https://www.chinalawblog.com/2018/01/why-contracts-with-your-china-friends-are-so-necessary.html/']"
Dan,Harris,"['http://www.seacoastonline.com/news/20180114/local-best-sellers', 'https://www.newsbusters.org/blogs/nb/tim-graham/2018/01/14/abc-anchor-meditates-how-liberal-hearts-soar-over-robert-mueller']"
