first_name,last_name,urls
Bob,Diamond,"['http://www.express.co.uk/news/uk/859434/brexit-news-latest-uk-eu-european-union-brussels-bob-diamond-bank-bloomberg', 'https://www.businesslive.co.za/bd/companies/2017-09-27-barclays-investment-banking-plans-to-re-ignite-its-commercial-zeal/', 'https://www.bloombergquint.com/business/2017/09/27/brexit-bulletin-the-bill-s-getting-bigger']"
Eric,Rosengren,"['https://www.bloomberg.com/news/articles/2017-09-27/fed-s-rosengren-says-regular-and-gradual-tightening-warranted', 'http://www.marketwatch.com/story/dollar-index-stalls-after-striking-one-month-highs-2017-09-28', 'http://www.marketwatch.com/story/feds-rosengren-backs-regular-and-gradual-interest-rate-hikes-2017-09-27', 'http://www.reuters.com/article/us-usa-fed-rosengren-inflation/hawkish-rosengren-acknowledges-low-inflation-gives-fed-flexibility-idUSKCN1C300Z%3Fil%3D0']"
Phillip,Frost,"['https://seekingalpha.com/article/4107911-vbi-vaccines-hepatitis-b-vaccine-key-value-driver', 'https://www.equities.com/news/opko-health-inc-opk-moves-higher-on-volume-spike-for-september-26']"
Phillip,Frost,"['https://www.gurufocus.com/news/570331/weekly-ceo-buys-highlights', 'https://www.equities.com/news/opko-health-inc-opk-moves-higher-on-volume-spike-for-september-25']"
Eric,Rosengren,"['https://www.nbr.co.nz/article/world-week-ahead-tonnes-fed-speak-ahead-b-208044', 'http://www.bendigoadvertiser.com.au/story/4944824/central-bankers-to-gives-investors-plenty-to-digest/']"
Carol,Beaumier,['http://markets.businessinsider.com/news/stocks/Protiviti-Releases-Updated-Edition-of-U-S-Anti-Money-Laundering-Guide-Frequently-Asked-Questions-1002518460']
Kevin,Starr,['https://ledgergazette.com/2017/09/30/myokardia-inc-myok-director-sells-25860200-00-in-stock.html']
Kevin,Starr,"['https://www.truebluetribune.com/2017/09/27/myokardia-inc-myok-director-kevin-p-starr-sells-601400-shares.html', 'https://weekherald.com/2017/09/28/myokardias-myok-outperform-rating-reaffirmed-at-wedbush.html']"
Kevin,Starr,['https://www.dispatchtribunal.com/2017/09/29/kevin-p-starr-sells-601400-shares-of-myokardia-inc-myok-stock.html']
Amy,Walter,['http://www.orlandosentinel.com/entertainment/tv/tv-guy/os-et-stephanie-murphy-marco-rubio-sunday-guests-20170929-story.html']
Amy,Walter,['http://www.pbs.org/newshour/bb/grim-political-routine-responding-mass-shooting/']
Amy,Walter,['https://www.broadwayworld.com/bwwtv/article/CBSs-FACE-THE-NATION-Kicks-Off-New-Season-as-Americas-No-1-Public-Affairs-Program-20171003']
Bob,Diamond,['https://www.ft.com/content/80fb66d8-9a4d-11e7-b83c-9588e51488a0']
Bob,Diamond,"['https://www.ft.com/content/bb6538dc-9d8e-11e7-8cd4-932067fbf946', 'http://nypost.com/2017/09/20/meet-the-ultra-rich-bigwigs-dropping-millions-at-secretive-park-ave-tower/', 'https://naija247news.com/2017/09/20/bob-diamond-backed-nigerias-union-bank-kicks-off-159-mln-rights-issue/', 'https://www.reuters.com/article/funds-guggenheim-ceo/guggenheim-partners-says-its-ceo-not-planning-to-step-down-idUSL2N1M02D8']"
Bob,Diamond,['https://therealdeal.com/2017/09/21/billionaire-buyers-at-zeckendorfs-520-park-revealed/']
Bob,Diamond,"['https://www.bloomberg.com/news/videos/2017-09-26/bob-diamond-has-become-very-bullish-on-europe-video', 'https://www.bloomberg.com/news/articles/2017-09-26/diamond-says-brexit-net-positive-as-ermotti-sees-europe-doomed', 'https://www.bloomberg.com/news/audio/2017-09-26/bloomberg-best-from-our-bureaus-worldwide-sept-26-audio', 'https://www.bloomberg.com/news/videos/2017-09-27/full-show-bloomberg-daybreak-americas-09-26-video']"
Bob,Diamond,"['https://www.thetimes.co.uk/article/barclays-fraud-suspect-tom-kalaris-takes-back-17m-loan-lfsxf2xxw', 'http://www.insuranceinsider.com/the-hartford-va-sale-in-trouble-as-atlas-talks-stall']"
Bob,Diamond,['https://www.fnlondon.com/articles/diamonds-atlas-mara-names-new-directors-as-co-founder-steps-down-20171003']
Bob,Diamond,['https://www.thisdaylive.com/index.php/2017/10/02/private-equity-fund-supports-nigerian-cash-solution-provider/']
Bob,Diamond,['http://www.telegraph.co.uk/business/2017/10/03/bob-diamonds-atlas-mara-co-founder-steps-amid-board-rejig/']
Bob,Diamond,"['http://www.belfasttelegraph.co.uk/business/uk-world/exbank-of-ireland-boss-takes-on-new-finance-role-36193388.html', 'http://www.independent.ie/business/irish/irish-fintech-firm-plynk-to-create-40-new-jobs-at-dublin-hq-36193234.html', 'https://www.rte.ie/news/business/2017/1004/909591-today-in-the-press/', 'http://citywire.co.uk/money/wednesday-papers-eu-to-hit-amazon-with-bill-for-luxembourg-back-taxes/a1055648']"
Bernard,Osher,['http://www.coronadonewsca.com/news/coronado_city_news/osher-lecture-series-set-to-come-to-coronado-s-john/article_29a62638-a886-11e7-86bf-3f4477e72ea0.html']
Eric,Rosengren,['https://www.bloomberg.com/view/articles/2017-09-19/how-we-got-hooked-on-central-banks-guidance']
Eric,Rosengren,"['http://www.kitco.com/news/2017-09-21/DIARY-Top-Economic-Events-to-Nov-29.html', 'http://www.schaeffersresearch.com/content/news/2017/09/21/yellen-headlines-busy-week-of-fed-speeches']"
Eric,Rosengren,['http://mobile.reuters.com/article/idUSL4N1M64P0']
Eric,Rosengren,"['http://www.reuters.com/article/diary-top-econ/diary-top-economic-events-to-nov-29-idUSL4N1M74MP', 'http://www.nasdaq.com/article/close-update-dow-retreats-into-close-returning-post-yellen-gains-cm851374', 'http://beachwoodnews.com/2017/09/26/bond-prices-maintain-some-gains-into-weekend/']"
Eric,Rosengren,['https://www.investing.com/analysis/technical-analysis-xauusd--20170929-200216150']
Eric,Rosengren,['https://www.nbr.co.nz/article/world-week-ahead-us-jobs-interest-rates-focus-b-208298']
Eric,Rosengren,['http://www.businesstimes.com.sg/government-economy/fed-eyes-rates-as-asset-price-tool-in-break-with-hands-off-past']
Jamie,Forese,['http://english.yonhapnews.co.kr/news/2017/09/20/42/0200000000AEN20170920003400315F.html']
Jamie,Forese,['http://english.hani.co.kr/arti/english_edition/e_business/812146.html']
Randy,Papadellis,['http://markets.businessinsider.com/news/stocks/Ocean-Spray-Cranberries-Appoints-Chief-Global-Growth-Officer-and-Makes-Several-Changes-to-Executive-Team-1002389978']
Randy,Papadellis,['http://plasticsinpackaging.com/online/ocean-spray-appoints-former-mars-chief/']
Randy,Papadellis,['http://markets.businessinsider.com/news/stocks/Ocean-Spray-Celebrates-Farmer-Owned-Businesses-During-National-Cooperative-Month-1002898775']
Randy,Papadellis,['https://www.broadwayworld.com/bwwfood-wine/article/Ocean-Spray-Celebrates-Farmer-Owned-Businesses-During-National-Cooperative-Month-20170930']
Paula,Lunder,['http://www.centralmaine.com/2017/09/20/finding-creative-solutions-to-ongoing-challenges-in-watervilles-south-end/']
Paula,Lunder,['http://colbyechonews.com/inaugural-lunder-institute-artist-residence-kicks-off/']
Tom,Whidden,['http://www.sailingscuttlebutt.com/2017/09/24/nshof-inducts-sailings-significant-contributors/']
Tom,Whidden,"['http://www.cruisingworld.com/national-sailing-hall-fame-inducts-eight-sailing-heros', 'http://www.mauinews.com/sports/local-sports/2017/09/naish-inducted-into-national-sailing-hall/', 'https://www.surfertoday.com/windsurfing/13907-robby-naish-inducted-into-the-national-sailing-hall-of-fame']"
Tom,Whidden,['http://www.sailingscuttlebutt.com/2017/09/26/contest-win-secrets-hall-famer-tom-whidden/']
Kirk,Koenigsbauer,['https://www.cnbc.com/2017/09/25/microsoft-introduces-365-f1-bundle-for-front-line-workers.html']
Kirk,Koenigsbauer,['https://www.pcauthority.com.au/news/microsoft-teams-subsumes-skypes-voice-and-video-features-474197']
Kirk,Koenigsbauer,['http://www.eweek.com/enterprise-apps/ai-enabled-excel-more-admin-insights-coming-to-microsoft-office-365']
Sunil,Thakor,['https://www.businesslive.co.za/fm/money-and-investing/2017-09-26-want-to-make-money-in-investment-get-comfortable-being-uncomfortable/']
Ted,Mocarski,['http://markets.businessinsider.com/news/stocks/365-Data-Centers-Acquires-Hybrid-Data-Center-Services-Provider-Host-net-1002043314']
Graham,Powis,['https://www.pehub.com/2017/10/brookline-beefs-up-staff-with-five-new-additions/']
William,Rouhana,['http://www.marketwatch.com/story/chicken-soup-for-the-soul-swings-to-loss-in-quarter-before-ipo-2017-10-03']
Erika,Nardini,['http://awfulannouncing.com/espn/deal-imminent-for-pardon-my-take-to-become-weekly-show-on-espn2.html']
Phillip,Frost,"['https://www.equities.com/news/opko-health-inc-opk-moves-lower-on-volume-spike-for-september-14', 'http://www.axefinance.com/b541f1/hareov.php%3Fsj%3Dpatricia-frost']"
Phillip,Frost,['https://www.nystocknews.com/2017/10/02/insider-alert-latest-round-of-activity-sees-phillip-frost-snapping-up-15000-in-opko-health-inc-opk/']
Anne,Wolff,['http://www.brooklyneagle.com/articles/2017/9/27/purchasers-102-million-pierhouse-condo-brooklyn-bridge-park-own-townhouse-facing']
Bob,Diamond,['https://www.euromoney.com/article/b15112hm7sp6tp/bob-diamond-is-back-on-the-offensive']
Bob,Diamond,['https://www.ft.com/content/4f9d14d6-aac1-11e7-ab55-27219df83c97']
Bob,Diamond,"['http://www.hotpress.com/Neil-Diamond/music/reviews/live/Live-Report-Neil-Diamond-Brings-50th-Anniversary-Tour-To-Dublin/20901464.html', 'http://www.thisismoney.co.uk/money/comment/article-4971376/CITY-DIARY-Sour-grapes-ousted-Barclays-boss.html']"
Bob,Diamond,"['https://www.bloomberg.com/news/articles/2017-10-13/sec-is-said-to-review-guggenheim-s-bob-diamond-tied-investments', 'https://www.rt.com/business/406574-banks-fine-libor-rigging/']"
Bob,Diamond,['http://www.thisismoney.co.uk/money/comment/article-4978644/BIG-SHOT-WEEK-Shamed-ex-Barclays-boss-Bob-Diamond.html']
Bob,Diamond,['https://www.bloomberg.com/news/articles/2017-10-15/saudi-wealth-fund-said-to-hire-development-head-from-qatari-diar']
Bob,Diamond,['https://biglawbusiness.com/wake-up-call-crowell-moring-votes-to-replace-chair/']
Kevin,Starr,"['https://www.truebluetribune.com/2017/10/05/myokardia-inc-myok-director-kevin-p-starr-sells-75313-shares-of-stock.html', 'https://www.dispatchtribunal.com/2017/10/04/kevin-p-starr-sells-75313-shares-of-myokardia-inc-myok-stock.html', 'http://newburghgazette.com/2017/10/05/broker-outlook-for-the-week-ahead-cytomx-therapeutics-inc/']"
Kevin,Starr,['https://weekherald.com/2017/10/07/insider-selling-myokardia-inc-myok-director-sells-3033607-64-in-stock.html']
Kevin,Starr,['https://ledgergazette.com/2017/10/11/myokardia-inc-myok-downgraded-to-sell-at-zacks-investment-research.html']
Kevin,Starr,['https://stocknewstimes.com/2017/10/11/myokardia-myok-given-daily-media-sentiment-rating-of-0-17.html']
Kevin,Starr,['https://www.dispatchtribunal.com/2017/10/14/kevin-p-starr-sells-75313-shares-of-myokardia-inc-myok-stock.html']
Kevin,Starr,['https://stocknewstimes.com/2017/10/17/somewhat-positive-press-coverage-somewhat-unlikely-to-impact-myokardia-myok-share-price.html']
Phillip,Frost,"['https://www.bizjournals.com/southflorida/news/2017/10/12/opko-health-inks-deal-to-bring-new-drug-to-japan.html', 'http://www.daytondailynews.com/business/apnewsbreak-border-patrol-tests-camera-toting-balloon/yAFjDm5TNVOLProhXxRSPN/']"
Phillip,Frost,['http://www.pharmabiz.com/NewsDetails.aspx%3Faid%3D104873%26sid%3D2']
Phillip,Frost,['http://www.miamiherald.com/news/business/article179300226.html']
Eric,Rosengren,['http://www.schaeffersresearch.com/content/news/2017/10/05/fed-minutes-due-big-banks-kick-off-3q-earnings-season']
Eric,Rosengren,"['https://www.cnbc.com/2017/10/06/investors-gear-up-for-fed-speeches-jobs-data.html', 'http://www.marketwatch.com/story/treasury-yields-higher-as-investors-brace-for-key-jobs-data-2017-10-06', 'http://markets.businessinsider.com/news/stocks/Wall-Street-Cautious-Ahead-Of-Employment-Report-1003169998', 'https://www.fxstreet.com/news/usd-jpy-jumps-to-fresh-tops-post-jobs-report-201710061242']"
Eric,Rosengren,"['https://www.bloomberg.com/news/articles/2017-10-07/fed-s-rosengren-stands-by-call-for-gradual-interest-rate-hikes', 'http://www.businessinsider.com/r-fed-must-hike-rates-in-face-of-hot-us-labor-market-rosengren-2017-10']"
Eric,Rosengren,"['http://www.foxbusiness.com/features/2017/10/07/feds-rosengren-rate-rises-key-to-keep-economy-from-overheating.html', 'https://www.dawn.com/news/1362368']"
Eric,Rosengren,"['http://www.thestar.com.my/business/business-news/2017/10/09/feds-rosengren-repeats-call-for-gradual-rate-hikes/', 'http://www.hellenicshippingnews.com/feds-rosengren-rate-rises-key-to-keep-economy-from-overheating/', 'http://www.thestandard.com.hk/section-news.php%3Fid%3D188207%26sid%3D11', 'https://www.nbr.co.nz/article/world-week-ahead-eyes-fed-minutes-us-inflation-b-208549']"
Eric,Rosengren,"['https://www.digitallook.com/news/market-report-us-close/us-close-markets-muted-in-columbus-day-trading--2903989.html', 'https://www.digitallook.com/news/market-report-us/us-midday-listless-trading-prevails-on-columbus-day--2903387.html']"
Eric,Rosengren,['https://hiramherald.com/us-equities-futures-edge-lower/']
Eric,Rosengren,['http://www.foxbusiness.com/features/2017/10/11/feds-george-rate-rises-needed-to-ward-off-economic-overheating.html']
Eric,Rosengren,"['https://www.cnbc.com/2017/10/13/feds-rosengren-says-legislated-policy-rule-counterproductive.html', 'https://www.bloomberg.com/news/audio/2017-10-13/u-s-jobless-rate-could-go-under-4-percent-rosengren-says', 'https://www.bloomberg.com/news/articles/2017-10-13/fed-candidate-john-taylor-defends-rules-based-monetary-policy', 'https://www.cnbc.com/2017/10/13/us-stock-futures-earnings-fed-speeches-on-the-agenda-for-wall-street.html']"
Eric,Rosengren,"['https://www.cnbc.com/2017/10/12/boston-feds-eric-rosengren-stocks-are-fully-priced-at-these-levels.html', 'https://www.cnbc.com/2017/10/13/bonds-and-fixed-income-fed-speeches-data-on-the-agenda-for-investors.html', 'https://www.benzinga.com/news/17/10/10174973/economic-data-scheduled-for-friday', 'https://www.forexcrunch.com/mixed-messages-fed-december-hike/']"
Eric,Rosengren,"['https://www.bloomberg.com/news/articles/2017-10-14/policy-makers-signal-comfort-on-stocks-as-bankers-urge-caution', 'https://www.investing.com/analysis/sp-500-futures-october-the-bear-killer-200218823']"
Eric,Rosengren,"['https://www.wsj.com/articles/transcript-wsj-interview-with-boston-feds-eric-rosengren-1508126473', 'https://www.bankerandtradesman.com/boston-fed-president-expects-2-percent-inflation-by-next-year/', 'https://www.cnbc.com/2017/10/16/bonds-and-fixed-income-central-banks-data-on-the-agenda-for-investors.html', 'http://www.moneycontrol.com/news/business/news-live-north-korea-may-be-preparing-a-missile-test-as-us-south-korea-start-drill-2413389.html']"
Eric,Rosengren,"['http://www.hellenicshippingnews.com/feds-rosengren-sees-three-to-four-rate-hikes-next-year/', 'https://in.reuters.com/article/global-precious/gold-prices-fall-as-dollar-extends-gains-idINKBN1CM04D%3Fil%3D0', 'http://www.kitco.com/news/2017-10-16/Gold-Prices-Hold-Steady-Amid-Firm-Dollar.html', 'https://sputniknews.com/us/201710171058323363-central-bank-economy-grip-us/']"
Eric,Rosengren,"['https://www.reuters.com/article/global-precious/precious-gold-falls-on-hawkish-views-about-possible-next-fed-chair-idUSL4N1MS2MV', 'http://www.nasdaq.com/article/preciousgold-falls-on-hawkish-views-about-possible-next-fed-chair-20171017-01183', 'https://uk.reuters.com/article/global-precious/precious-gold-falls-on-hawkish-views-about-possible-next-fed-chair-idUKL4N1MS2MV', 'http://www.americanow.com/story/society/2017/10/17/feds-rosengren-sees-three-four-rate-hikes-next-year']"
Amy,Walter,['http://www.politico.com/story/2017/10/18/trump-widows-flag-anthem-243928']
Amy,Walter,['http://www.washingtonexaminer.com/rejecting-steve-bannons-purity-contest-conservative-donors-may-still-punish-republicans-in-2018/article/2637509']
Amy,Walter,"['http://observer.com/2017/10/at-koch-donor-summit-pence-argues-tax-reform-is-key-to-unity/', 'http://www.pbs.org/newshour/bb/bannon-vs-mcconnell-fight-means-trump-gop/']"
Kirk,Koenigsbauer,['http://gearsofbiz.com/ai-enabled-excel-more-admin-insights-coming-to-microsoft-office-365/102293']
Kirk,Koenigsbauer,['http://searchcrm.techtarget.com/podcast/AI-among-new-Dynamics-365-features-Microsoft-Teams-top-news-from-Ignite']
Glenn,Rieger,['https://www.bizjournals.com/philadelphia/news/2017/10/05/newspring-funds-energage-topworkplaces-fraser-marl.html']
Tucker,Kelton,['http://charlestownbridge.com/2017/10/06/residents-concerned-over-tree-cutting/']
Rick,McVey,['https://marketsmedia.com/marketaxess-mifid-ii/']
Richard,Uchida,['http://www.pressherald.com/2017/10/11/alumnus-world-series-collection-proves-a-big-hit-at-colby/']
Erika,Nardini,['http://thebiglead.com/2017/10/11/barstool-founder-dave-portnoy-and-ceo-erika-nardini-respond-to-elika-sadeghi-contract-tweets/']
Erika,Nardini,"['https://www.metro.us/sports/elika-sadeghi-responds-to-barstool-sports-may-work-nextvr', 'https://digiday.com/media/barstool-sports-show-espn/']"
Erika,Nardini,['https://newsline.com/espn-picks-up-barstool-sports-talk-show-based-on-podcast-pardon-my-take/']
Erika,Nardini,"['http://ftw.usatoday.com/2017/10/barstool-sports-ceo-erika-nardini-defends-tweets-offensive-espn-sam-ponder-dave-portnoy-show', 'http://www.sportsbusinessdaily.com/Daily/Issues/2017/10/17/People-and-Pop-Culture/Conference.aspx']"
Erika,Nardini,"['http://nypost.com/2017/10/18/sam-ponder-responds-to-barstool-drama-after-ceos-defense/', 'http://awfulannouncing.com/online-outlets/barstool-facebook-agree-to-end-barstool-tailgate-show.html']"
Betsy,Morgan,['http://www.prweb.com/releases/2017/10/prweb14791244.htm']
Betsy,Morgan,['http://www2.staffingindustry.com/Editorial/Daily-News/Freelancer-management-system-Kalo-adds-execs-from-SAP-Zenefits-and-names-exec-to-advisory-board-43759']
Tony,Pasquariello,['https://www.globalcustodian.com/Securities-Finance/Deutsche-s-US-prime-brokerage-head-rejoins-Goldman-Sachs/']
Joshua,Woodfork,['http://skidmorenews.com/new-blog/2017/10/16/dr-beverly-tatum-speaks-at-skidmore-college']
Michael,Gordon,"['http://www.centralmaine.com/2017/10/20/colby-launches-750-million-fundraising-campaign-to-build-on-academics-provide-new-facilities/', 'http://www.jamaicaobserver.com/news/8-million-rounds-of-ammo-unaccounted-for_114639%3Fprofile%3D1373']"
Kevin,Starr,['http://bangaloreweekly.com/2017-10-23-j-p-morgan-chase-co-reiterates-buy-rating-for-global-blood-therapeutics-inc-gbt/']
Kevin,Starr,['https://ledgergazette.com/2017/10/29/fmr-llc-trims-stake-in-myokardia-inc-myok.html']
Kevin,Starr,['http://bangaloreweekly.com/2017-10-28-analysts-gives-consensus-recommendation-of-buy-to-editas-medicine-inc-edit/']
Kevin,Starr,['https://ledgergazette.com/2017/10/23/somewhat-favorable-media-coverage-somewhat-unlikely-to-affect-myokardia-myok-share-price.html']
Eric,Rosengren,['http://www.foxbusiness.com/features/2017/11/01/fed-leaves-rates-unchanged-cites-solid-rate-u-s-economic-growth.html']
Eric,Rosengren,['http://www.moneycontrol.com/news/business/stocks-business/gold-prices-to-trade-lower-angel-commodities-18-2417401.html']
Eric,Rosengren,['https://www.bloomberg.com/news/articles/2017-10-21/taylor-has-complex-history-to-overcome-if-picked-as-fed-chair']
Eric,Rosengren,"['http://www.foxbusiness.com/features/2017/10/20/how-high-could-rates-go-if-john-taylor-becomes-fed-chairman.html', 'https://www.consumeraffairs.com/news/credit-card-interest-rates-poised-to-go-higher-102017.html', 'http://expressnewsline.com/2017/10/19/trump-likely-to-name-fed-chair-by-early-november.html']"
Eric,Rosengren,['https://seekingalpha.com/article/4114307-gold-bulls-close-regaining-upper-hand']
Bob,Diamond,"['https://www.bloomberg.com/news/articles/2017-11-01/diamond-looks-to-work-with-saudi-wealth-fund-as-kingdom-opens-up', 'http://ktpress.rw/2017/11/kagame-proposes-africa-integration-fund/']"
Bob,Diamond,['https://naija247news.com/2017/10/31/oando-chief-at-saudis-investment-summit-say-nigeria-must-soften-its-ease-of-doing-business-to-attract-foreign-investment/']
Bob,Diamond,"['https://cointelegraph.com/news/does-bitcoin-really-need-wall-street', 'http://thenationonlineng.net/tinubu-diamond-branson-discuss-global-investment-trends-fii/', 'http://www.scotsman.com/news/politics/oil-money-bailed-out-barclays-says-gordon-brown-1-4600735']"
Bob,Diamond,"['http://www.cityam.com/274748/beaufort-securities-and-wh-ireland-move-into-top-five-most', 'http://www.irishexaminer.com/business/banks-have-to-move-fast-to-restore-faith-461887.html']"
Bob,Diamond,"['https://www.thetimes.co.uk/article/staleys-plan-looks-like-a-bridge-too-far-86wflfh5m', 'http://ameinfo.com/money/banking-finance/saudi-primed-to-attract-investors-with-new-500bn-neom-development/']"
Bob,Diamond,['https://www.msn.com/da-dk/video/spil/bob-diamond-on-saudi-economy-investment-opportunities/vi-AAu2HCt']
Bob,Diamond,['https://www.thetimes.co.uk/edition/business/lloyds-upbeat-ahead-of-gdp-data-cp9bqv0j6']
Bob,Diamond,"['https://www.thetimes.co.uk/article/a-shot-of-espresso-madam-qf8p80pxj', 'http://www.insuranceinsider.com/opinion-the-hartford-aetna', 'http://www.menafn.com/1095977176/Hebei-Hengjiu-Felt-Products-Co-Ltd-Offers-Superior-Polishing-Felt-Products']"
Amy,Walter,['https://www.pbs.org/newshour/show/do-muellers-first-indictments-change-anything-politically']
Amy,Walter,"['http://www.orlandosentinel.com/entertainment/tv/tv-guy/os-et-donald-trump-bob-corker-carl-bernstein-20171025-story.html', 'http://www.latimes.com/entertainment/tv/la-et-st-1028-tvhighlights-20171028-story.html', 'https://www.theridgefieldpress.com/96797/ridgefield-old-timers-association-honors-nine-rewards-scholarships/']"
Phillip,Frost,['https://mic.com/articles/185515/want-to-get-rich-but-hate-economics-the-most-common-liberal-arts-major-for-billionaires-forbes-2017']
Phillip,Frost,"['https://seekingalpha.com/article/4115851-polarityte-comprehensive-look-bull-vs-bear-cases', 'https://nystocknews.com/2017/10/25/insider-trade-update-insider-increases-stake-in-opko-health-inc-opk/']"
Phillip,Frost,"['http://www.foxbusiness.com/features/2017/10/24/this-startup-grows-real-human-skin-for-burn-victims.html', 'https://www.artforum.com/archive/id%3D71846']"
Phillip,Frost,['http://www.financialstrend.com/opko-health-inc-nasdaqopk-finalizes-a-deal-with-japan-tobacco-43991.html']
Amy,Walter,['http://www.bgdailynews.com/opinion/commentary/democrats-go-after-the-wrong-target-for/article_f2562629-a77a-5117-b7e4-b7f664b9ec06.html']
Phillip,Frost,['http://www.miamiherald.com/news/local/community/broward/article179900151.html']
Amy,Walter,['https://www.cheatsheet.com/culture/how-trump-turned-a-phone-call-with-a-vets-widow-into-a-media-circus.html/%3Fa%3Dviewall']
Amy,Walter,['https://www.bloomberg.com/view/articles/2017-10-20/democrats-go-after-the-wrong-target-for-2018']
Kirk,Koenigsbauer,['http://www.news18.com/news/tech/microsoft-office-365-now-available-in-96-new-global-markets-1563767.html']
Kirk,Koenigsbauer,['https://www.onmsft.com/news/office-365-adds-96-new-markets-picks-up-many-new-features-in-october']
Erika,Nardini,['http://www.sportsbusinessdaily.com/Journal/Issues/2017/10/30/Media/Sports-Media.aspx']
Erika,Nardini,['https://www.boston.com/sports/media/2017/10/27/one-episode-partnership-with-barstool-makes-espn-look-bad']
Erika,Nardini,['http://nypost.com/2017/10/25/how-barstool-espn-sabotaged-their-uneasy-marriage/']
Erika,Nardini,['http://www.marketwatch.com/story/barstool-sports-culture-cost-it-an-espn-show-but-it-doesnt-plan-on-changing-2017-10-24']
Erika,Nardini,['https://www.usatoday.com/story/sports/ftw/2017/10/23/espn-cancels-barstool-van-talk-a-week-after-viewer-and-staff-backlash/106940738/']
Erika,Nardini,['https://deadspin.com/espn-wanted-barstool-sports-but-without-the-stench-1819664413']
Bernard,Osher,['http://ntdaily.com/stephanie-reinke-named-new-director-of-osher-lifelong-learning-institute-at-unt/']
Bill,Alfond,['https://www.necn.com/news/new-england/Colby-Says-750M-Campaign-is-Biggest-by-Liberal-Arts-College-452102563.html']
Joan,Alfond,['http://www.pressherald.com/2017/10/20/colby-college-launches-750-million-campaign/']
Bill,Alfond,['http://www.pressherald.com/2017/10/20/colby-college-launches-750-million-campaign/']
Bernard,Osher,['http://www.grandforksherald.com/news/4346387-und-lifelong-learning-program-reaches-its-end']
Amy,Walter,['https://www.pbs.org/newshour/show/election-2017-showed-democrats-are-fired-up-to-vote']
Amy,Walter,['https://www.pbs.org/newshour/show/its-been-a-year-since-trumps-win-what-have-both-parties-learned']
Phillip,Frost,"['https://www.360dx.com/diagnostics/opko-health-submits-claros-1-prostate-cancer-test-immunoassay-system-fda-approval', 'http://www.businesswire.com/news/home/20171108005600/en/Ladenburg-Reports-Quarter-2017-Financial-Results']"
Kirk,Koenigsbauer,['http://www.eweek.com/mobile/t-mobile-sprint-resume-talks-to-merge-to-take-on-verizon-at-t']
Kirk,Koenigsbauer,['http://gearsofbiz.com/microsoft-uses-ai-to-tighten-words-translation-tool-in-office-update/173967']
Kirk,Koenigsbauer,['http://www.eweek.com/enterprise-apps/microsoft-uses-ai-to-tighten-word-s-translation-tool-in-office-update']
Kirk,Koenigsbauer,['https://www.techsourceint.com/news/microsoft-office-365-is-now-available-in-over-246-markets-including-96-new']
Bob,Diamond,['https://www.bloombergquint.com/business/2017/11/05/bob-diamond-says-crackdown-in-saudi-arabia-signals-more-openness']
Bob,Diamond,['https://www.bloomberg.com/news/articles/2017-11-05/bob-diamond-says-crackdown-in-saudi-arabia-signals-more-openness']
Bob,Diamond,"['https://www.zawya.com/mena/en/business/story/Diamond_in_the_rough_ExBarclay_boss_targets_Africa-ZAWYA20171105113729/', 'http://www.vindy.com/news/2017/nov/05/area-bowling-scores/']"
Bob,Diamond,"['https://www.ft.com/content/eba53c10-bfc9-11e7-9836-b25f8adaa111', 'https://www.ft.com/content/bfe346d2-be73-11e7-9836-b25f8adaa111', 'https://www.businesslive.co.za/bd/companies/financial-services/2017-11-02-sa-no-longer-on-atlas-merchant-capitals-investment-radar/', 'https://dealbreaker.com/2017/11/dodgers-owner-has-really-really-bad-day/']"
Robert,Diamond,['https://www.nytimes.com/reuters/2017/11/06/business/06reuters-barclays-darkpool-lawsuit.html']
Robert,Diamond,['https://www.znbc.co.zm/govt-to-stabilize-financial-sector/']
Eric,Rosengren,['https://seekingalpha.com/article/4121580-brick-mortar-meltdown-sinks-property-prices']
Kevin,Starr,"['https://www.truebluetribune.com/2017/11/07/myokardia-inc-myok-lowered-to-d-at-thestreet.html', 'http://www.ukmarketnews.co.uk/2017/11/07/cytomx-therapeutics-inc-nasdaqctmx-expected-to-report-earnings-on-tuesday/']"
Kevin,Starr,['https://www.truebluetribune.com/2017/11/04/myokardia-inc-myok-releases-earnings-results-meets-expectations.html']
Kevin,Starr,['http://bangaloreweekly.com/2017-11-03-bank-of-new-york-mellon-corp-boosts-stake-in-editas-medicine-inc-edit/']
E.,Caulfield,['https://ledgergazette.com/2017/11/07/unum-group-unm-upgraded-to-neutral-at-b-riley.html']
E.,Caulfield,['https://www.dispatchtribunal.com/2017/11/07/oakbrook-investments-llc-sells-8900-shares-of-unum-group-unm.html']
E.,Caulfield,['https://ledgergazette.com/2017/11/06/unum-group-unm-expected-to-post-fy2017-earnings-of-4-24-per-share.html']
E.,Caulfield,['https://www.truebluetribune.com/2017/11/04/unum-group-unm-director-sells-199929-88-in-stock.html']
E.,Caulfield,['https://www.truebluetribune.com/2017/11/03/foundry-partners-llc-decreases-holdings-in-unum-group-unm.html']
E.,Caulfield,['https://ledgergazette.com/2017/11/01/e-michael-caulfield-sells-3814-shares-of-unum-group-unm-stock.html']
William,Rouhana,['http://tbivision.com/news/2017/11/popcornflix-acquired-chicken-soup/814182/']
